source,path,rgb_folder,model_class,label_idx,dhash,cluster_id,split
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_162.jpg,Ain,ain,0,5851070532,17,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_79.jpg,Ain,ain,0,4124230974558403908,18,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_213.jpeg,Ain,ain,0,9241417286131253524,19,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_10.jpeg,Ain,ain,0,16734489874866434252,20,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_160.jpg,Ain,ain,0,9259541572302455936,21,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_198.jpg,Ain,ain,0,554041993,22,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_161.jpg,Ain,ain,0,13889366025062612092,23,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_234.jpg,Ain,ain,0,3404523544496380176,24,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_38.jpg,Ain,ain,0,12668506179492867790,25,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_71.jpg,Ain,ain,0,140741804093664,26,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_35.jpeg,Ain,ain,0,17361641022885519600,27,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_2.jpg,Ain,ain,0,18446325293946765052,28,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_243.jpg,Ain,ain,0,17217816612965433331,29,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_165.jpg,Ain,ain,0,16204216317050834846,30,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_197.jpg,Ain,ain,0,16196794880573061684,31,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_92.jpg,Ain,ain,0,13889313063640801537,32,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_54.jpg,Ain,ain,0,588126542973233039,33,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_32.jpg,Ain,ain,0,8386538401751319363,34,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_143.jpg,Ain,ain,0,10868576953990838771,35,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_209.jpg,Ain,ain,0,15604012311648002288,36,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_56.jpg,Ain,ain,0,2148022364,37,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_138.jpg,Ain,ain,0,18374682011771915471,38,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_139.jpg,Ain,ain,0,4341127848312224474,39,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_114.jpeg,Ain,ain,0,17055193634498922375,40,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_4.jpg,Ain,ain,0,13889312572118794248,41,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_222.jpg,Ain,ain,0,17980895220268313778,42,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_133.jpg,Ain,ain,0,18374682730421025514,43,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_221.jpg,Ain,ain,0,17646798790265178001,44,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_31.jpg,Ain,ain,0,5719541574700604540,45,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_5.jpg,Ain,ain,0,13898355774966954096,46,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_82.jpg,Ain,ain,0,6035174380361825342,47,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_52.jpg,Ain,ain,0,4612672940468728691,48,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_102.jpg,Ain,ain,0,1275279081933246223,49,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_178.jpg,Ain,ain,0,16387330787658985569,50,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_14.jpg,Ain,ain,0,7029000828139363803,51,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_168.jpg,Ain,ain,0,7032416933081090080,52,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_239.jpg,Ain,ain,0,9333002704998120674,53,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_27.jpg,Ain,ain,0,2497001349312,54,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_0.jpg,Ain,ain,0,17931300253541873801,55,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_130.jpg,Ain,ain,0,1166555947580601462,56,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_201.jpg,Ain,ain,0,5000263051916377216,57,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_207.jpg,Ain,ain,0,16716358133536030784,58,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_228.jpg,Ain,ain,0,9404220554437228784,59,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_84.jpg,Ain,ain,0,10704905436877551615,60,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_111.jpeg,Ain,ain,0,4882252875754977406,47,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_200.jpg,Ain,ain,0,16195208705654452456,61,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_131.jpg,Ain,ain,0,2751432407422,62,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_134.jpeg,Ain,ain,0,9385607739417074061,63,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_132.jpeg,Ain,ain,0,18446430847113338878,64,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_180.jpg,Ain,ain,0,11020572429717127328,65,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_152.jpg,Ain,ain,0,17361641255040728212,66,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_199.jpg,Ain,ain,0,1880283797840777196,67,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_205.jpeg,Ain,ain,0,18446742355185696558,8,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_34.jpg,Ain,ain,0,8101238372898770370,68,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_119.jpg,Ain,ain,0,8284636483151174607,69,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_97.jpg,Ain,ain,0,17363877111975049206,70,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_106.jpg,Ain,ain,0,15130972159737849241,71,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_105.jpg,Ain,ain,0,17363884415952735704,72,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_212.jpg,Ain,ain,0,18229719104586131962,73,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_81.jpg,Ain,ain,0,18229687730923435740,74,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_217.jpg,Ain,ain,0,16204497782354070503,75,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_214.jpg,Ain,ain,0,16780659129707393229,76,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_196.jpg,Ain,ain,0,17935300480891411954,77,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_146.jpg,Ain,ain,0,9259400864198543239,78,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_185.jpg,Ain,ain,0,16195192612758020320,79,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_98.jpg,Ain,ain,0,16749961289504548487,80,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_63.jpg,Ain,ain,0,17361623526546862853,81,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_191.jpg,Ain,ain,0,10385340599194038028,82,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_124.jpg,Ain,ain,0,146323836997453759,83,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_43.jpg,Ain,ain,0,13898363841824988199,84,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_37.jpg,Ain,ain,0,16145653184020996553,85,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_177.jpg,Ain,ain,0,1152917689528284910,86,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_41.jpeg,Ain,ain,0,13891461932596067835,87,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_184.jpg,Ain,ain,0,8086459835529740028,88,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_90.jpeg,Ain,ain,0,4611704173506813660,89,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_224.jpg,Ain,ain,0,3814793947853141044,90,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_103.jpg,Ain,ain,0,8537166994928273309,91,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_188.jpeg,Ain,ain,0,1618674522208,92,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_74.JPG,Ain,ain,0,13897207383584616295,93,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_122.jpg,Ain,ain,0,15491260167760034616,94,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_107.jpeg,Ain,ain,0,11269864876758951969,95,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_110.jpg,Ain,ain,0,17364797136539015384,96,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_181.jpeg,Ain,ain,0,634448798250863,97,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_156.jpg,Ain,ain,0,9277627304154799114,98,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_189.jpg,Ain,ain,0,17506321817606699390,99,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_26.jpg,Ain,ain,0,9222122025274285630,100,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_192.jpg,Ain,ain,0,13898320521651296280,101,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_141.jpg,Ain,ain,0,18220702694105995506,102,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_127.jpg,Ain,ain,0,16641637337494600507,103,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_55.jpg,Ain,ain,0,1835355653715204697,104,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_65.jpg,Ain,ain,0,6971762227573290237,105,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_85.jpg,Ain,ain,0,8823505350444522548,106,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_171.jpg,Ain,ain,0,2040676066713957,107,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_206.jpg,Ain,ain,0,18014549909149696,108,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_94.jpg,Ain,ain,0,16195101732328495308,109,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_57.jpg,Ain,ain,0,9264168890286238691,110,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_240.jpg,Ain,ain,0,203147911492032,111,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_182.jpg,Ain,ain,0,17940298244097489128,112,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_158.jpeg,Ain,ain,0,18445389683272749440,113,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_17.jpg,Ain,ain,0,11529215647746093110,114,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_235.jpg,Ain,ain,0,2786227823199440625,115,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_93.jpg,Ain,ain,0,8842965267417024198,116,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_238.jpg,Ain,ain,0,15911308437566660148,117,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_100.jpg,Ain,ain,0,16457494684433266736,118,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_62.jpg,Ain,ain,0,80218996663911484,119,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_19.jpg,Ain,ain,0,4446944602155997241,120,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_216.jpg,Ain,ain,0,17337798764157264320,121,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_72.jpg,Ain,ain,0,17938101614697003232,122,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_24.jpeg,Ain,ain,0,6238670990389974069,123,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_148.jpg,Ain,ain,0,17361587683423190776,124,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_142.jpg,Ain,ain,0,16998541818591824846,125,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_173.jpg,Ain,ain,0,14111680935497826303,126,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_193.jpeg,Ain,ain,0,8681672842059454739,127,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_215.jpg,Ain,ain,0,6805203896602713014,128,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_60.jpg,Ain,ain,0,10344397147737219264,129,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_242.jpg,Ain,ain,0,11542813810648426344,130,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_22.jpg,Ain,ain,0,13889207023023030280,131,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_29.JPEG,Ain,ain,0,1241077894615625713,132,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_86.jpeg,Ain,ain,0,10504866843871887100,133,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_169.jpg,Ain,ain,0,16426842548686354399,134,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_101.jpg,Ain,ain,0,18446460321793816470,135,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_33.jpg,Ain,ain,0,5045866658944518291,136,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_77.jpg,Ain,ain,0,15619851330504358252,137,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_88.jpg,Ain,ain,0,18374863297084682487,138,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_11.jpg,Ain,ain,0,5064797024679411888,139,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_226.jpg,Ain,ain,0,18445610394594524217,140,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_129.jpg,Ain,ain,0,2389494024983552409,141,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_67.jpg,Ain,ain,0,9223372243147816960,142,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_36.jpg,Ain,ain,0,13889348592860036350,143,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_219.jpg,Ain,ain,0,2025564348990304432,144,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_112.jpg,Ain,ain,0,17938115475129974527,145,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_13.jpg,Ain,ain,0,17616384920972255425,146,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Ain/Ain_159.jpg,Ain,ain,0,3760681611277094080,147,val
